4,10,10,10,10,10
1,6,7,10,10,10
0,0,0,0,0,0
0,0,0,1,1,1
1,7,10,10,10,10
1,5,6,6,9,10
1,5,10,10,10,10
2,7,10,10,10,10
1,7,10,10,10,10
1,3,5,7,7,9
0,0,2,7,10,10
5,10,10,10,10,10
1,7,10,10,10,10
0,0,0,0,1,8
0,0,0,0,0,0
3,8,9,10,10,10
4,9,10,10,10,10
0,0,0,0,0,0
2,6,10,10,10,10
5,8,10,10,10,10
2,8,10,10,10,10
1,9,10,10,10,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,9,10,10,10,10
2,4,5,8,10,10
0,0,0,0,0,0
2,8,10,10,10,10
6,10,10,10,10,10
3,8,10,10,10,10
3,7,10,10,10,10
0,0,1,8,10,10
0,0,0,0,0,0
1,5,10,10,10,10
4,8,10,10,10,10
3,10,10,10,10,10
2,8,10,10,10,10
2,7,9,10,10,10
1,5,8,10,10,10
2,9,10,10,10,10
0,1,1,1,0,1
0,0,0,0,0,0
1,6,8,10,10,10
2,8,10,10,10,10
0,0,0,0,0,0
2,7,10,10,10,10
0,0,0,1,0,1
3,5,10,10,10,10
1,7,10,10,10,10
3,7,10,10,10,10
2,9,10,10,10,10
4,8,10,10,10,10
2,4,9,10,10,10
2,8,10,10,10,10
1,8,10,10,10,10
2,4,6,6,7,7
1,8,10,10,10,10
4,10,10,10,10,10
2,8,10,10,10,10
4,8,10,10,10,10
0,0,1,1,1,0
0,0,0,0,0,0
3,7,10,10,10,10
1,6,10,10,10,10
1,2,5,8,10,10
3,6,10,10,10,10
1,7,8,10,10,10
3,9,10,10,10,10
5,10,10,10,10,10
2,7,10,10,10,10
3,8,10,10,10,10
0,0,0,0,0,0
0,0,0,1,4,9
1,5,10,10,10,10
0,0,1,8,10,10
1,6,7,10,10,10
2,7,10,10,10,10
2,8,10,10,10,10
3,9,10,10,10,10
1,6,9,10,10,10
3,10,10,10,10,10
0,0,2,3,3,6
4,7,10,10,10,10
1,0,0,0,0,0
0,0,0,0,0,0
1,8,10,10,10,10
1,4,9,10,10,10
3,8,10,10,10,10
2,9,10,10,10,10
0,0,0,0,0,0
2,5,10,10,10,10
0,0,1,0,1,5
2,5,10,10,10,10
2,7,10,10,10,10
2,6,8,10,10,10
3,10,10,10,10,10
2,7,9,10,10,10
2,7,10,10,10,10
2,6,10,10,10,10
